,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl,soa
36,Training_Stimulus\manysmall_partialViewing_high_cat432.png,mask_img/000000005862.png,cat,occlusion,high,mask,partial viewing,many small,0.025
37,Training_Stimulus\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.025
38,Training_Stimulus\manysmall_partialViewing_high_person189.png,mask_img/000000006153.png,person,occlusion,high,mask,partial viewing,many small,0.025
39,Training_Stimulus\manysmall_partialViewing_high_tree9.png,mask_img/000000006263.png,tree,occlusion,high,mask,partial viewing,many small,0.025
40,Training_Stimulus\manysmall_partialViewing_low_banana454.png,mask_img/000000006437.png,banana,occlusion,low,mask,partial viewing,many small,0.025
41,Training_Stimulus\manysmall_partialViewing_low_bird4.png,mask_img/000000006481.png,bird,occlusion,low,mask,partial viewing,many small,0.025
42,Training_Stimulus\manysmall_partialViewing_low_building24.png,mask_img/000000006489.png,building,occlusion,low,mask,partial viewing,many small,0.025
43,Training_Stimulus\manysmall_partialViewing_low_bus180.png,mask_img/000000006709.png,bus,occlusion,low,mask,partial viewing,many small,0.025
44,Training_Stimulus\manysmall_partialViewing_low_cat432.png,mask_img/000000006842.png,cat,occlusion,low,mask,partial viewing,many small,0.025
45,Training_Stimulus\manysmall_partialViewing_low_firehydrant90.png,mask_img/000000006870.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
46,Training_Stimulus\manysmall_partialViewing_low_person189.png,mask_img/000000007179.png,person,occlusion,low,mask,partial viewing,many small,0.025
47,Training_Stimulus\manysmall_partialViewing_low_tree9.png,mask_img/000000007325.png,tree,occlusion,low,mask,partial viewing,many small,0.025
48,Training_Stimulus\fewlarge_partialViewing_control_banana454.png,mask_img/000000000042.png,banana,occlusion,control,mask,partial viewing,few large,0.05
49,Training_Stimulus\fewlarge_partialViewing_control_bird4.png,mask_img/000000000109.png,bird,occlusion,control,mask,partial viewing,few large,0.05
50,Training_Stimulus\fewlarge_partialViewing_control_building24.png,mask_img/000000000312.png,building,occlusion,control,mask,partial viewing,few large,0.05
51,Training_Stimulus\fewlarge_partialViewing_control_bus180.png,mask_img/000000000394.png,bus,occlusion,control,mask,partial viewing,few large,0.05
52,Training_Stimulus\fewlarge_partialViewing_control_cat432.png,mask_img/000000000438.png,cat,occlusion,control,mask,partial viewing,few large,0.05
53,Training_Stimulus\fewlarge_partialViewing_control_firehydrant90.png,mask_img/000000000459.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.05
54,Training_Stimulus\fewlarge_partialViewing_control_person189.png,mask_img/000000000595.png,person,occlusion,control,mask,partial viewing,few large,0.05
55,Training_Stimulus\fewlarge_partialViewing_control_tree9.png,mask_img/000000000626.png,tree,occlusion,control,mask,partial viewing,few large,0.05
56,Training_Stimulus\fewlarge_partialViewing_high_banana454.png,mask_img/000000000690.png,banana,occlusion,high,mask,partial viewing,few large,0.05
57,Training_Stimulus\fewlarge_partialViewing_high_bird4.png,mask_img/000000000731.png,bird,occlusion,high,mask,partial viewing,few large,0.05
58,Training_Stimulus\fewlarge_partialViewing_high_building24.png,mask_img/000000000873.png,building,occlusion,high,mask,partial viewing,few large,0.05
59,Training_Stimulus\fewlarge_partialViewing_high_bus180.png,mask_img/000000001053.png,bus,occlusion,high,mask,partial viewing,few large,0.05
60,Training_Stimulus\fewlarge_partialViewing_high_cat432.png,mask_img/000000001647.png,cat,occlusion,high,mask,partial viewing,few large,0.05
61,Training_Stimulus\fewlarge_partialViewing_high_firehydrant90.png,mask_img/000000001810.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.05
62,Training_Stimulus\fewlarge_partialViewing_high_person189.png,mask_img/000000001997.png,person,occlusion,high,mask,partial viewing,few large,0.05
63,Training_Stimulus\fewlarge_partialViewing_high_tree9.png,mask_img/000000002197.png,tree,occlusion,high,mask,partial viewing,few large,0.05
64,Training_Stimulus\fewlarge_partialViewing_low_banana454.png,mask_img/000000002337.png,banana,occlusion,low,mask,partial viewing,few large,0.05
65,Training_Stimulus\fewlarge_partialViewing_low_bird4.png,mask_img/000000002774.png,bird,occlusion,low,mask,partial viewing,few large,0.05
66,Training_Stimulus\fewlarge_partialViewing_low_building24.png,mask_img/000000002822.png,building,occlusion,low,mask,partial viewing,few large,0.05
67,Training_Stimulus\fewlarge_partialViewing_low_bus180.png,mask_img/000000002892.png,bus,occlusion,low,mask,partial viewing,few large,0.05
68,Training_Stimulus\fewlarge_partialViewing_low_cat432.png,mask_img/000000003084.png,cat,occlusion,low,mask,partial viewing,few large,0.05
69,Training_Stimulus\fewlarge_partialViewing_low_firehydrant90.png,mask_img/000000003225.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.05
70,Training_Stimulus\fewlarge_partialViewing_low_person189.png,mask_img/000000003483.png,person,occlusion,low,mask,partial viewing,few large,0.05
71,Training_Stimulus\fewlarge_partialViewing_low_tree9.png,mask_img/000000003694.png,tree,occlusion,low,mask,partial viewing,few large,0.05
72,Training_Stimulus\manysmall_partialViewing_control_banana454.png,mask_img/000000004239.png,banana,occlusion,control,mask,partial viewing,many small,0.05
73,Training_Stimulus\manysmall_partialViewing_control_bird4.png,mask_img/000000004642.png,bird,occlusion,control,mask,partial viewing,many small,0.05
74,Training_Stimulus\manysmall_partialViewing_control_building24.png,mask_img/000000004739.png,building,occlusion,control,mask,partial viewing,many small,0.05
75,Training_Stimulus\manysmall_partialViewing_control_bus180.png,mask_img/000000004936.png,bus,occlusion,control,mask,partial viewing,many small,0.05
76,Training_Stimulus\manysmall_partialViewing_control_cat432.png,mask_img/000000005105.png,cat,occlusion,control,mask,partial viewing,many small,0.05
77,Training_Stimulus\manysmall_partialViewing_control_firehydrant90.png,mask_img/000000005131.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.05
78,Training_Stimulus\manysmall_partialViewing_control_person189.png,mask_img/000000005142.png,person,occlusion,control,mask,partial viewing,many small,0.05
79,Training_Stimulus\manysmall_partialViewing_control_tree9.png,mask_img/000000005282.png,tree,occlusion,control,mask,partial viewing,many small,0.05
80,Training_Stimulus\manysmall_partialViewing_high_banana454.png,mask_img/000000005359.png,banana,occlusion,high,mask,partial viewing,many small,0.05
81,Training_Stimulus\manysmall_partialViewing_high_bird4.png,mask_img/000000005418.png,bird,occlusion,high,mask,partial viewing,many small,0.05
82,Training_Stimulus\manysmall_partialViewing_high_building24.png,mask_img/000000005574.png,building,occlusion,high,mask,partial viewing,many small,0.05
83,Training_Stimulus\manysmall_partialViewing_high_bus180.png,mask_img/000000005615.png,bus,occlusion,high,mask,partial viewing,many small,0.05
84,Training_Stimulus\manysmall_partialViewing_high_cat432.png,mask_img/000000005862.png,cat,occlusion,high,mask,partial viewing,many small,0.05
85,Training_Stimulus\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.05
86,Training_Stimulus\manysmall_partialViewing_high_person189.png,mask_img/000000006153.png,person,occlusion,high,mask,partial viewing,many small,0.05
87,Training_Stimulus\manysmall_partialViewing_high_tree9.png,mask_img/000000006263.png,tree,occlusion,high,mask,partial viewing,many small,0.05
88,Training_Stimulus\manysmall_partialViewing_low_banana454.png,mask_img/000000006437.png,banana,occlusion,low,mask,partial viewing,many small,0.05
89,Training_Stimulus\manysmall_partialViewing_low_bird4.png,mask_img/000000006481.png,bird,occlusion,low,mask,partial viewing,many small,0.05
90,Training_Stimulus\manysmall_partialViewing_low_building24.png,mask_img/000000006489.png,building,occlusion,low,mask,partial viewing,many small,0.05
91,Training_Stimulus\manysmall_partialViewing_low_bus180.png,mask_img/000000006709.png,bus,occlusion,low,mask,partial viewing,many small,0.05
92,Training_Stimulus\manysmall_partialViewing_low_cat432.png,mask_img/000000006842.png,cat,occlusion,low,mask,partial viewing,many small,0.05
93,Training_Stimulus\manysmall_partialViewing_low_firehydrant90.png,mask_img/000000006870.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
94,Training_Stimulus\manysmall_partialViewing_low_person189.png,mask_img/000000007179.png,person,occlusion,low,mask,partial viewing,many small,0.05
95,Training_Stimulus\manysmall_partialViewing_low_tree9.png,mask_img/000000007325.png,tree,occlusion,low,mask,partial viewing,many small,0.05
96,Training_Stimulus\fewlarge_partialViewing_control_banana454.png,mask_img/000000000042.png,banana,occlusion,control,mask,partial viewing,few large,0.1
97,Training_Stimulus\fewlarge_partialViewing_control_bird4.png,mask_img/000000000109.png,bird,occlusion,control,mask,partial viewing,few large,0.1
98,Training_Stimulus\fewlarge_partialViewing_control_building24.png,mask_img/000000000312.png,building,occlusion,control,mask,partial viewing,few large,0.1
99,Training_Stimulus\fewlarge_partialViewing_control_bus180.png,mask_img/000000000394.png,bus,occlusion,control,mask,partial viewing,few large,0.1
100,Training_Stimulus\fewlarge_partialViewing_control_cat432.png,mask_img/000000000438.png,cat,occlusion,control,mask,partial viewing,few large,0.1
101,Training_Stimulus\fewlarge_partialViewing_control_firehydrant90.png,mask_img/000000000459.png,firehydrant,occlusion,control,mask,partial viewing,few large,0.1
102,Training_Stimulus\fewlarge_partialViewing_control_person189.png,mask_img/000000000595.png,person,occlusion,control,mask,partial viewing,few large,0.1
103,Training_Stimulus\fewlarge_partialViewing_control_tree9.png,mask_img/000000000626.png,tree,occlusion,control,mask,partial viewing,few large,0.1
104,Training_Stimulus\fewlarge_partialViewing_high_banana454.png,mask_img/000000000690.png,banana,occlusion,high,mask,partial viewing,few large,0.1
105,Training_Stimulus\fewlarge_partialViewing_high_bird4.png,mask_img/000000000731.png,bird,occlusion,high,mask,partial viewing,few large,0.1
106,Training_Stimulus\fewlarge_partialViewing_high_building24.png,mask_img/000000000873.png,building,occlusion,high,mask,partial viewing,few large,0.1
107,Training_Stimulus\fewlarge_partialViewing_high_bus180.png,mask_img/000000001053.png,bus,occlusion,high,mask,partial viewing,few large,0.1
108,Training_Stimulus\fewlarge_partialViewing_high_cat432.png,mask_img/000000001647.png,cat,occlusion,high,mask,partial viewing,few large,0.1
109,Training_Stimulus\fewlarge_partialViewing_high_firehydrant90.png,mask_img/000000001810.png,firehydrant,occlusion,high,mask,partial viewing,few large,0.1
110,Training_Stimulus\fewlarge_partialViewing_high_person189.png,mask_img/000000001997.png,person,occlusion,high,mask,partial viewing,few large,0.1
111,Training_Stimulus\fewlarge_partialViewing_high_tree9.png,mask_img/000000002197.png,tree,occlusion,high,mask,partial viewing,few large,0.1
112,Training_Stimulus\fewlarge_partialViewing_low_banana454.png,mask_img/000000002337.png,banana,occlusion,low,mask,partial viewing,few large,0.1
113,Training_Stimulus\fewlarge_partialViewing_low_bird4.png,mask_img/000000002774.png,bird,occlusion,low,mask,partial viewing,few large,0.1
114,Training_Stimulus\fewlarge_partialViewing_low_building24.png,mask_img/000000002822.png,building,occlusion,low,mask,partial viewing,few large,0.1
115,Training_Stimulus\fewlarge_partialViewing_low_bus180.png,mask_img/000000002892.png,bus,occlusion,low,mask,partial viewing,few large,0.1
116,Training_Stimulus\fewlarge_partialViewing_low_cat432.png,mask_img/000000003084.png,cat,occlusion,low,mask,partial viewing,few large,0.1
117,Training_Stimulus\fewlarge_partialViewing_low_firehydrant90.png,mask_img/000000003225.png,firehydrant,occlusion,low,mask,partial viewing,few large,0.1
118,Training_Stimulus\fewlarge_partialViewing_low_person189.png,mask_img/000000003483.png,person,occlusion,low,mask,partial viewing,few large,0.1
119,Training_Stimulus\fewlarge_partialViewing_low_tree9.png,mask_img/000000003694.png,tree,occlusion,low,mask,partial viewing,few large,0.1
120,Training_Stimulus\manysmall_partialViewing_control_banana454.png,mask_img/000000004239.png,banana,occlusion,control,mask,partial viewing,many small,0.1
121,Training_Stimulus\manysmall_partialViewing_control_bird4.png,mask_img/000000004642.png,bird,occlusion,control,mask,partial viewing,many small,0.1
122,Training_Stimulus\manysmall_partialViewing_control_building24.png,mask_img/000000004739.png,building,occlusion,control,mask,partial viewing,many small,0.1
123,Training_Stimulus\manysmall_partialViewing_control_bus180.png,mask_img/000000004936.png,bus,occlusion,control,mask,partial viewing,many small,0.1
124,Training_Stimulus\manysmall_partialViewing_control_cat432.png,mask_img/000000005105.png,cat,occlusion,control,mask,partial viewing,many small,0.1
125,Training_Stimulus\manysmall_partialViewing_control_firehydrant90.png,mask_img/000000005131.png,firehydrant,occlusion,control,mask,partial viewing,many small,0.1
126,Training_Stimulus\manysmall_partialViewing_control_person189.png,mask_img/000000005142.png,person,occlusion,control,mask,partial viewing,many small,0.1
127,Training_Stimulus\manysmall_partialViewing_control_tree9.png,mask_img/000000005282.png,tree,occlusion,control,mask,partial viewing,many small,0.1
128,Training_Stimulus\manysmall_partialViewing_high_banana454.png,mask_img/000000005359.png,banana,occlusion,high,mask,partial viewing,many small,0.1
129,Training_Stimulus\manysmall_partialViewing_high_bird4.png,mask_img/000000005418.png,bird,occlusion,high,mask,partial viewing,many small,0.1
130,Training_Stimulus\manysmall_partialViewing_high_building24.png,mask_img/000000005574.png,building,occlusion,high,mask,partial viewing,many small,0.1
131,Training_Stimulus\manysmall_partialViewing_high_bus180.png,mask_img/000000005615.png,bus,occlusion,high,mask,partial viewing,many small,0.1
132,Training_Stimulus\manysmall_partialViewing_high_cat432.png,mask_img/000000005862.png,cat,occlusion,high,mask,partial viewing,many small,0.1
133,Training_Stimulus\manysmall_partialViewing_high_firehydrant90.png,mask_img/000000006146.png,firehydrant,occlusion,high,mask,partial viewing,many small,0.1
134,Training_Stimulus\manysmall_partialViewing_high_person189.png,mask_img/000000006153.png,person,occlusion,high,mask,partial viewing,many small,0.1
135,Training_Stimulus\manysmall_partialViewing_high_tree9.png,mask_img/000000006263.png,tree,occlusion,high,mask,partial viewing,many small,0.1
136,Training_Stimulus\manysmall_partialViewing_low_banana454.png,mask_img/000000006437.png,banana,occlusion,low,mask,partial viewing,many small,0.1
137,Training_Stimulus\manysmall_partialViewing_low_bird4.png,mask_img/000000006481.png,bird,occlusion,low,mask,partial viewing,many small,0.1
138,Training_Stimulus\manysmall_partialViewing_low_building24.png,mask_img/000000006489.png,building,occlusion,low,mask,partial viewing,many small,0.1
139,Training_Stimulus\manysmall_partialViewing_low_bus180.png,mask_img/000000006709.png,bus,occlusion,low,mask,partial viewing,many small,0.1
140,Training_Stimulus\manysmall_partialViewing_low_cat432.png,mask_img/000000006842.png,cat,occlusion,low,mask,partial viewing,many small,0.1
141,Training_Stimulus\manysmall_partialViewing_low_firehydrant90.png,mask_img/000000006870.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.1
142,Training_Stimulus\manysmall_partialViewing_low_person189.png,mask_img/000000007179.png,person,occlusion,low,mask,partial viewing,many small,0.1
143,Training_Stimulus\manysmall_partialViewing_low_tree9.png,mask_img/000000007325.png,tree,occlusion,low,mask,partial viewing,many small,0.1
